base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.15332, 1.00223, -1.59995, 0.43219, 0.87714, -1.78381, -0.08487, 1.01015, -1.65637, -0.20486, 0.86949, -1.75688
-0.18977, 0.99909, -1.61133, 0.41761, 0.86792, -1.82449, -0.11124, 1.00342, -1.66278, -0.22329, 0.85560, -1.74598
-0.22716, 0.99602, -1.62243, 0.39961, 0.85717, -1.86663, -0.13378, 0.99764, -1.66879, -0.24127, 0.84173, -1.73598
-0.26282, 0.99300, -1.63135, 0.37977, 0.84586, -1.90683, -0.15134, 0.99342, -1.67388, -0.25879, 0.82908, -1.72670
-0.29324, 0.98991, -1.63527, 0.35968, 0.83502, -1.94105, -0.16196, 0.99190, -1.67746, -0.27547, 0.81953, -1.71797
-0.32018, 0.98761, -1.63515, 0.33650, 0.82450, -1.96913, -0.16644, 0.99210, -1.68007, -0.29076, 0.81236, -1.71004
-0.34404, 0.98711, -1.63036, 0.30795, 0.81476, -1.98916, -0.16463, 0.99380, -1.68193, -0.30393, 0.80777, -1.70313
-0.36437, 0.99035, -1.61751, 0.27087, 0.80690, -1.99545, -0.15466, 0.99782, -1.68293, -0.31364, 0.80730, -1.69759
-0.38082, 0.99669, -1.59825, 0.22805, 0.80093, -1.98951, -0.13791, 1.00329, -1.68329, -0.31984, 0.81029, -1.69328
-0.39341, 1.00432, -1.57679, 0.18433, 0.79606, -1.97534, -0.11674, 1.00890, -1.68324, -0.32272, 0.81514, -1.69016
-0.40239, 1.01162, -1.55753, 0.14333, 0.79102, -1.95454, -0.09255, 1.01408, -1.68255, -0.32199, 0.82079, -1.68851
-0.40850, 1.01784, -1.54294, 0.10689, 0.78514, -1.92893, -0.06639, 1.01864, -1.68118, -0.31765, 0.82656, -1.68858
-0.41179, 1.02458, -1.53034, 0.07545, 0.78020, -1.90125, -0.03859, 1.02269, -1.67933, -0.30944, 0.83295, -1.69040
-0.41221, 1.03285, -1.51902, 0.04994, 0.77741, -1.87493, -0.00973, 1.02619, -1.67723, -0.29668, 0.83991, -1.69436
-0.40914, 1.04374, -1.50880, 0.03137, 0.77822, -1.85459, 0.01953, 1.02898, -1.67510, -0.27774, 0.84730, -1.70126
-0.40294, 1.05582, -1.50008, 0.01863, 0.78098, -1.83736, 0.04949, 1.03126, -1.67250, -0.25463, 0.85488, -1.71019
-0.39402, 1.06797, -1.49404, 0.01102, 0.78464, -1.82233, 0.08034, 1.03279, -1.66924, -0.22874, 0.86223, -1.72060
-0.38220, 1.07909, -1.49339, 0.00759, 0.78843, -1.80999, 0.11237, 1.03264, -1.66509, -0.20089, 0.86840, -1.73208
-0.36759, 1.08909, -1.49786, 0.00970, 0.79172, -1.80031, 0.14535, 1.03094, -1.65997, -0.17150, 0.87366, -1.74423
-0.35045, 1.09806, -1.50618, 0.01984, 0.79387, -1.79356, 0.17872, 1.02823, -1.65395, -0.14110, 0.87863, -1.75669
-0.33040, 1.10556, -1.51916, 0.04323, 0.79326, -1.79181, 0.21239, 1.02425, -1.64664, -0.10938, 0.88342, -1.76884
-0.30731, 1.11123, -1.53735, 0.08202, 0.78923, -1.79612, 0.24601, 1.01885, -1.63794, -0.07690, 0.88802, -1.78024
-0.28252, 1.11557, -1.55881, 0.12828, 0.78401, -1.80388, 0.27830, 1.01269, -1.62868, -0.04567, 0.89272, -1.79128
-0.25681, 1.11845, -1.58310, 0.17753, 0.77892, -1.81396, 0.30769, 1.00611, -1.61925, -0.01771, 0.89767, -1.80209
-0.23066, 1.11952, -1.61022, 0.22560, 0.77545, -1.82561, 0.33227, 0.99950, -1.61000, 0.00463, 0.90310, -1.81281
-0.20434, 1.11943, -1.63723, 0.27344, 0.77324, -1.83675, 0.35232, 0.99331, -1.60062, 0.02206, 0.90884, -1.82310
-0.17806, 1.11880, -1.66091, 0.32097, 0.77246, -1.84487, 0.36754, 0.98836, -1.59093, 0.03455, 0.91487, -1.83285
-0.15183, 1.11853, -1.67517, 0.36692, 0.77407, -1.84481, 0.37550, 0.98656, -1.57985, 0.04089, 0.92154, -1.84176
-0.12638, 1.11851, -1.68062, 0.40988, 0.77804, -1.83692, 0.37698, 0.98770, -1.56800, 0.04166, 0.92865, -1.85019
-0.10292, 1.11802, -1.68008, 0.44872, 0.78400, -1.82329, 0.37346, 0.99098, -1.55639, 0.03784, 0.93583, -1.85835
-0.08337, 1.11659, -1.67291, 0.48058, 0.79235, -1.80350, 0.36484, 0.99720, -1.54596, 0.02909, 0.94337, -1.86598
-0.06864, 1.11403, -1.65921, 0.50389, 0.80313, -1.77776, 0.35126, 1.00666, -1.53717, 0.01560, 0.95137, -1.87314
-0.05651, 1.11087, -1.64180, 0.52122, 0.81532, -1.74881, 0.33427, 1.01781, -1.52969, -0.00131, 0.95906, -1.88088
-0.04598, 1.10706, -1.62323, 0.53444, 0.82793, -1.71873, 0.31499, 1.02993, -1.52356, -0.02079, 0.96610, -1.89025
-0.03593, 1.10209, -1.60665, 0.54583, 0.83970, -1.68974, 0.29451, 1.04248, -1.51889, -0.04245, 0.97214, -1.90289
-0.02734, 1.09676, -1.59003, 0.55394, 0.85137, -1.66214, 0.27195, 1.05502, -1.51557, -0.06583, 0.97697, -1.91701
-0.02133, 1.09150, -1.57295, 0.55787, 0.86315, -1.63672, 0.24698, 1.06702, -1.51362, -0.09060, 0.98046, -1.93149
-0.01993, 1.08636, -1.55644, 0.55591, 0.87498, -1.61585, 0.21885, 1.07748, -1.51342, -0.11705, 0.98230, -1.94512
-0.02318, 1.08132, -1.54084, 0.54896, 0.88644, -1.59991, 0.18785, 1.08620, -1.51480, -0.14455, 0.98271, -1.95769
-0.03051, 1.07620, -1.52652, 0.53870, 0.89675, -1.58904, 0.15433, 1.09295, -1.51757, -0.17227, 0.98187, -1.96899
-0.04286, 1.07037, -1.51500, 0.52573, 0.90471, -1.58581, 0.11750, 1.09621, -1.52202, -0.20000, 0.97929, -1.97843
-0.06046, 1.06360, -1.50762, 0.51107, 0.90968, -1.59160, 0.07764, 1.09523, -1.52811, -0.22727, 0.97477, -1.98574
-0.08119, 1.05671, -1.50367, 0.49688, 0.91271, -1.60342, 0.03813, 1.09148, -1.53471, -0.25266, 0.96879, -1.99100
-0.10322, 1.05034, -1.50390, 0.48614, 0.91417, -1.62013, 0.00190, 1.08519, -1.54089, -0.27408, 0.96130, -1.99426
-0.12450, 1.04519, -1.51045, 0.48335, 0.91405, -1.64161, -0.02739, 1.07555, -1.54562, -0.28859, 0.95157, -1.99525
-0.14598, 1.04139, -1.51957, 0.48347, 0.91250, -1.66650, -0.05168, 1.06491, -1.54931, -0.29839, 0.94070, -1.99391
-0.16811, 1.03944, -1.52858, 0.48278, 0.90925, -1.69476, -0.07136, 1.05489, -1.55216, -0.30472, 0.92926, -1.98990
-0.19108, 1.04122, -1.53337, 0.47611, 0.90355, -1.72803, -0.08569, 1.04770, -1.55426, -0.30791, 0.91798, -1.98237
-0.21383, 1.04538, -1.53406, 0.46374, 0.89595, -1.76420, -0.09414, 1.04321, -1.55573, -0.30818, 0.90683, -1.97171
-0.23487, 1.04951, -1.53191, 0.44757, 0.88749, -1.79917, -0.09622, 1.04090, -1.55639, -0.30527, 0.89594, -1.95869
