base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.16117, 0.73521, -1.81183, 0.03097, 0.80559, -1.51303, 0.37781, 1.19811, -1.62729, -0.09703, 1.12553, -1.66826
-0.16153, 0.73256, -1.80864, 0.02853, 0.80902, -1.51041, 0.37741, 1.19647, -1.63375, -0.09683, 1.12824, -1.65932
-0.16249, 0.73004, -1.80452, 0.02609, 0.81250, -1.50772, 0.37697, 1.19395, -1.64317, -0.09660, 1.13101, -1.65040
-0.16389, 0.72760, -1.79961, 0.02361, 0.81606, -1.50501, 0.37601, 1.19062, -1.65494, -0.09643, 1.13388, -1.64163
-0.16571, 0.72523, -1.79414, 0.02112, 0.81967, -1.50227, 0.37401, 1.18631, -1.66883, -0.09641, 1.13687, -1.63318
-0.16789, 0.72294, -1.78825, 0.01860, 0.82331, -1.49955, 0.37075, 1.18087, -1.68480, -0.09645, 1.14004, -1.62513
-0.17018, 0.72084, -1.78167, 0.01604, 0.82700, -1.49676, 0.36618, 1.17469, -1.70184, -0.09657, 1.14341, -1.61736
-0.17213, 0.71896, -1.77436, 0.01350, 0.83076, -1.49391, 0.36001, 1.16790, -1.71932, -0.09666, 1.14691, -1.60994
-0.17350, 0.71746, -1.76610, 0.01079, 0.83455, -1.49102, 0.35114, 1.16066, -1.73655, -0.09685, 1.15062, -1.60277
-0.17464, 0.71617, -1.75707, 0.00802, 0.83841, -1.48818, 0.34095, 1.15294, -1.75350, -0.09702, 1.15442, -1.59585
-0.17571, 0.71502, -1.74739, 0.00523, 0.84223, -1.48549, 0.33019, 1.14480, -1.77005, -0.09715, 1.15821, -1.58900
-0.17711, 0.71396, -1.73693, 0.00231, 0.84600, -1.48305, 0.31965, 1.13647, -1.78604, -0.09720, 1.16192, -1.58198
-0.17883, 0.71293, -1.72578, -0.00075, 0.84973, -1.48090, 0.30954, 1.12781, -1.80130, -0.09721, 1.16552, -1.57484
-0.18073, 0.71209, -1.71410, -0.00374, 0.85347, -1.47891, 0.29996, 1.11858, -1.81554, -0.09716, 1.16906, -1.56769
-0.18310, 0.71144, -1.70194, -0.00678, 0.85720, -1.47711, 0.29157, 1.10858, -1.82833, -0.09695, 1.17254, -1.56049
-0.18580, 0.71105, -1.68930, -0.00965, 0.86097, -1.47550, 0.28472, 1.09764, -1.83938, -0.09647, 1.17595, -1.55334
-0.18879, 0.71102, -1.67619, -0.01254, 0.86481, -1.47394, 0.27840, 1.08587, -1.84906, -0.09601, 1.17933, -1.54618
-0.19211, 0.71145, -1.66243, -0.01547, 0.86879, -1.47235, 0.27197, 1.07304, -1.85754, -0.09572, 1.18274, -1.53895
-0.19611, 0.71257, -1.64742, -0.01855, 0.87299, -1.47063, 0.26489, 1.05877, -1.86469, -0.09585, 1.18615, -1.53161
-0.19999, 0.71411, -1.63260, -0.02172, 0.87733, -1.46883, 0.25734, 1.04368, -1.87045, -0.09620, 1.18959, -1.52423
-0.20309, 0.71594, -1.61939, -0.02492, 0.88175, -1.46708, 0.24937, 1.02824, -1.87472, -0.09694, 1.19308, -1.51667
-0.20427, 0.71800, -1.61011, -0.02797, 0.88624, -1.46554, 0.24096, 1.01290, -1.87767, -0.09793, 1.19670, -1.50901
-0.20391, 0.72036, -1.60438, -0.03103, 0.89080, -1.46412, 0.23209, 0.99775, -1.87925, -0.09924, 1.20040, -1.50117
-0.20239, 0.72309, -1.60083, -0.03390, 0.89544, -1.46265, 0.22290, 0.98283, -1.87946, -0.10074, 1.20425, -1.49301
-0.19959, 0.72637, -1.59955, -0.03660, 0.90022, -1.46118, 0.21342, 0.96836, -1.87818, -0.10221, 1.20827, -1.48442
-0.19542, 0.73027, -1.60014, -0.03890, 0.90516, -1.45943, 0.20380, 0.95447, -1.87538, -0.10355, 1.21254, -1.47532
-0.19144, 0.73451, -1.60119, -0.04109, 0.91021, -1.45749, 0.19414, 0.94088, -1.87149, -0.10492, 1.21690, -1.46583
